sector,indicator,subcategory,subcategory2,subcategory3,aspectid,unit,explanation
Agmarket commodities,Vegetables,Green Chilli,Arrivals (Tonnes),,823161,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Onion,Arrivals (Tonnes),,823191,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Potato,Arrivals (Tonnes),,823171,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Tomato,Arrivals (Tonnes),,823181,Tonnes,Total tonnes of commodity arriving in wholesale Agmarkets in the month
Agmarket commodities,Beverages,Cocoa,Modal price,,811122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Beverages,Coffee,Modal price,,811112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Bajra(Pearl Millet/Cumbu),Modal price,,812162,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Jowar(Sorghum),Modal price,,812112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Maize,Modal price,,812122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Paddy(Dhan),Modal price,,812132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Rice,Modal price,,812142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Cereals,Wheat,Modal price,,812152,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Drug and Narcotics,Betal Leaves,Modal price,,813112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Drug and Narcotics,Tobacco,Modal price,,813122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Dry Fruits,Almond(Badam),Modal price,,813152,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Dry Fruits,Cashewnuts,Modal price,,813132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Dry Fruits,Dry Grapes,Modal price,,813142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Dry Fruits,Walnut,Modal price,,813162,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Fibre Crops,Cotton,Modal price,,814122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Fibre Crops,Jute,Modal price,,814112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Forest Products,Bamboo,Modal price,,815132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Forest Products,Broomstick(Flower Broom),Modal price,,815122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Forest Products,Wood,Modal price,,815112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Apple,Modal price,,816122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Banana,Modal price,,816112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Grapes,Modal price,,816152,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Guava,Modal price,,816162,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Orange,Modal price,,816132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Fruits,Papaya,Modal price,,816142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Live Stock Poultry Fisheries,Egg,Modal price,,817142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Live Stock Poultry Fisheries,Fish,Modal price,,817132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Live Stock Poultry Fisheries,Goat,Modal price,,817112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Live Stock Poultry Fisheries,Hen,Modal price,,817122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Oil Seeds,Castor Seed,Modal price,,818142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Oil Seeds,Groundnut,Modal price,,818132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Oil Seeds,Mustard,Modal price,,818112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Oil Seeds,Soyabean,Modal price,,818122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Butter,Modal price,,819152,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Coconut Oil,Modal price,,819122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Dalda,Modal price,,819142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Ghee,Modal price,,819132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Oils and Fats,Mustard Oil,Modal price,,819112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Other,Gramflour,Modal price,,820162,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Other,Gur(Jaggery),Modal price,,820112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Other,Maida Atta,Modal price,,820122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Other,Sugar,Modal price,,820142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Other,Sugarcane,Modal price,,820152,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Other,Wheat Atta,Modal price,,820132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Arhar (Tur/Red Gram)(Whole),Modal price,,821112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Arhar Dal(Tur Dal),Modal price,,821182,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Beans,Modal price,,821212,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Bengal Gram Dal (Chana Dal),Modal price,,821142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Bengal Gram(Gram)(Whole),Modal price,,821122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Green Gram (Moong)(Whole),Modal price,,821172,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Green Gram Dal (Moong Dal),Modal price,,821152,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Green Peas,Modal price,,821192,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Kabuli Chana(Chickpeas-White),Modal price,,821202,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Lentil (Masur)(Whole),Modal price,,821132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Pulses,Masur Dal,Modal price,,821162,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Ajwan,Modal price,,822152,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Black pepper,Modal price,,822182,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Cardamoms,Modal price,,822212,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Chili Red,Modal price,,822192,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Cinamon(Dalchini),Modal price,,822242,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Cloves,Modal price,,822222,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Coconut,Modal price,,822132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Corriander seed,Modal price,,822162,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Cummin Seed(Jeera),Modal price,,822142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Dry Chillies,Modal price,,822112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Garlic,Modal price,,822122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Methi Seeds,Modal price,,822172,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Pepper garbled,Modal price,,822232,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Spices,Turmeric,Modal price,,822202,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Bhindi(Ladies Finger),Modal price,,823112,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Brinjal,Modal price,,823122,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Cabbage,Modal price,,823132,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Capsicum,Modal price,,823202,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
Agmarket commodities,Vegetables,Cauliflower,Modal price,,823142,Rs.,Modal price (price most paid) for the commodity in wholesale Agmarkets in the month
